-32723.77703338282,-10136.575491664498,105.0,1720422735.982
-32721.121849747506,-10141.459826973007,112.2,1720422735.982
-32721.644425879633,-10140.849142079094,97.2,1720422735.982
-32729.4764365533,-10133.942422727181,111.0,1720422736.179
-32727.65518519311,-10136.071098513752,99.7,1720422736.179
-32722.951236014767,-10140.67410235806,108.7,1720422736.179
-32723.98602578374,-10140.28169198749,102.1,1720422736.179
-32729.20418193081,-10134.002113036477,111.0,1720422736.253
-32727.431922856784,-10136.113695918806,99.6,1720422736.253
-32722.815458774116,-10140.615388713371,109.1,1720422736.253
-32723.847361615582,-10140.277103656526,102.3,1720422736.253
-32729.201748225365,-10134.009536797927,111.1,1720422736.343
-32727.436912912788,-10136.118685974812,99.6,1720422736.343
-32722.81302506867,-10140.622812474821,109.4,1720422736.343
-32723.825090331233,-10140.284404772861,102.5,1720422736.343
-32724.7077248395,-10136.295776010773,111.0,1720422736.403
-32723.857187210728,-10137.803557531368,99.4,1720422736.403
-32720.922939172833,-10140.47861079502,109.7,1720422736.403
-32722.01445155252,-10140.701586198986,102.2,1720422736.403
-32731.26677089587,-10134.035148485731,111.0,1720422736.478
-32729.13656153051,-10136.23092660383,99.0,1720422736.478
-32724.016680790453,-10141.32610027764,110.0,1720422736.478
-32724.882676348727,-10140.595993583747,102.2,1720422736.478
-32724.74236239753,-10136.272447906496,111.0,1720422736.553
-32723.87714973987,-10137.784176951322,98.8,1720422736.553
-32720.943559579307,-10140.477632453792,110.0,1720422736.553
-32722.028243256293,-10140.695217499519,102.5,1720422736.553
-32724.74077623673,-10136.264798118907,111.0,1720422736.628
-32723.901685263438,-10137.796585221307,98.7,1720422736.628
-32720.943559579307,-10140.477632453792,110.1,1720422736.628
-32722.012943681115,-10140.692045177922,102.7,1720422736.628
-32728.530280117022,-10134.223412065045,111.0,1720422736.703
-32726.92308354813,-10136.26538478107,98.4,1720422736.703
-32722.484020639095,-10140.528187089913,110.0,1720422736.703
-32723.544399121954,-10140.278607367927,102.6,1720422736.703
-32718.73115328872,-10141.34648990211,111.0,1720422736.778
-32719.17182093652,-10141.712244649108,98.2,1720422736.778
-32719.100636139185,-10141.46306986495,110.3,1720422736.778
-32719.854887133246,-10142.244335485644,102.6,1720422736.778
-32729.33916660669,-10133.973445645932,111.0,1720422736.868
-32727.57297782775,-10136.099241268812,98.0,1720422736.868
-32722.867686900925,-10140.651099942223,110.4,1720422736.868
-32723.91742292177,-10140.277424787977,102.6,1720422736.868
-32729.33916660669,-10133.973445645932,110.9,1720422736.928
-32727.58035216886,-10136.09666168562,97.9,1720422736.928
-32722.867686900925,-10140.651099942223,110.4,1720422736.928
-32723.91004858066,-10140.280004371169,102.8,1720422736.928
-32723.467361496816,-10137.184550110764,110.9,1720422737.169
-32723.808293047434,-10135.859778144899,98.2,1720422737.169
-32723.467361496816,-10137.184550110764,110.9,1720422737.169
-32720.484663543182,-10140.584634907233,110.5,1720422737.169
-32721.54525409896,-10140.94514717348,102.8,1720422737.169
-32730.940757784923,-10133.904502778823,110.9,1720422737.378
-32723.777579069934,-10141.144733670704,110.8,1720422737.378
-32724.685921029948,-10140.495066875965,103.0,1720422737.378
-32726.336770455255,-10135.259511049784,110.9,1720422737.468
-32721.5355518943,-10140.416369606462,110.7,1720422737.468
-32722.62834866204,-10140.447071916118,103.2,1720422737.468
-32726.344853182432,-10135.267593776962,110.9,1720422737.528
-32725.17506005015,-10137.03550872023,98.5,1720422737.528
-32721.5355518943,-10140.416369606462,110.7,1720422737.528
-32722.636156318033,-10140.447346987301,103.1,1720422737.528
-32727.448016858893,-10134.684444766523,110.8,1720422737.603
-32726.062620161716,-10136.607750540752,98.7,1720422737.603
-32721.988823133775,-10140.440904034223,110.6,1720422737.603
-32723.102180835096,-10140.332586976874,103.1,1720422737.603
-32731.59668549637,-10134.28989109479,110.8,1720422737.678
-32729.435763485024,-10136.43734688865,98.8,1720422737.678
-32724.290816544155,-10141.588318189975,110.6,1720422737.678
