-32724.625594092435,-10135.030871736773,106.9,1720422735.982
-32723.77703338282,-10136.575491664498,105.0,1720422735.982
-32721.121849747506,-10141.459826973007,112.2,1720422735.982
-32721.900352358574,-10140.505106838367,92.1,1720422735.982
-32721.644425879633,-10140.849142079094,97.2,1720422735.982
-32725.489256612484,-10133.32136510358,100.7,1720422735.999
-32734.552524636692,-9977.768469733624,512.0,1720422735.999
-32726.139867429007,-10134.291955503923,99.3,1720422735.999
-32725.384169424437,-10135.849443240744,111.1,1720422735.999
-32724.385966790083,-10137.464407207604,99.9,1720422735.999
-32721.186027981563,-10140.44407411166,108.8,1720422735.999
-32730.94247035597,-10133.900689135795,111.0,1720422736.104
-32728.85830216955,-10136.10940993518,99.9,1720422736.104
-32729.4764365533,-10133.942422727181,111.0,1720422736.179
-32727.65518519311,-10136.071098513752,99.7,1720422736.179
-32722.951236014767,-10140.67410235806,108.7,1720422736.179
-32723.98602578374,-10140.28169198749,102.1,1720422736.179
-32729.20418193081,-10134.002113036477,111.0,1720422736.253
-32727.431922856784,-10136.113695918806,99.6,1720422736.253
-32722.815458774116,-10140.615388713371,109.1,1720422736.253
-32723.847361615582,-10140.277103656526,102.3,1720422736.253
-32729.201748225365,-10134.009536797927,111.1,1720422736.343
-32727.436912912788,-10136.118685974812,99.6,1720422736.343
-32722.81302506867,-10140.622812474821,109.4,1720422736.343
-32723.825090331233,-10140.284404772861,102.5,1720422736.343
-32724.7077248395,-10136.295776010773,111.0,1720422736.403
-32723.857187210728,-10137.803557531368,99.4,1720422736.403
-32720.922939172833,-10140.47861079502,109.7,1720422736.403
-32722.01445155252,-10140.701586198986,102.2,1720422736.403
-32731.26677089587,-10134.035148485731,111.0,1720422736.478
-32729.13656153051,-10136.23092660383,99.0,1720422736.478
-32724.016680790453,-10141.32610027764,110.0,1720422736.478
-32724.882676348727,-10140.595993583747,102.2,1720422736.478
-32724.74236239753,-10136.272447906496,111.0,1720422736.553
-32723.87714973987,-10137.784176951322,98.8,1720422736.553
-32720.943559579307,-10140.477632453792,110.0,1720422736.553
-32722.028243256293,-10140.695217499519,102.5,1720422736.553
-32724.74077623673,-10136.264798118907,111.0,1720422736.628
-32723.901685263438,-10137.796585221307,98.7,1720422736.628
-32720.943559579307,-10140.477632453792,110.1,1720422736.628
-32722.012943681115,-10140.692045177922,102.7,1720422736.628
-32728.530280117022,-10134.223412065045,111.0,1720422736.703
-32726.92308354813,-10136.26538478107,98.4,1720422736.703
-32722.865268187787,-10141.133998902287,82.1,1720422736.703
-32722.484020639095,-10140.528187089913,110.0,1720422736.703
